Model,Scenario,Region,Variable,Unit,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,R5MAF,Emissions|CO2,Mt CO2/yr,3339.383,5297.6902,3158.2234,1222.1223,-473.6514,-2566.6801,-3460.6495,-3763.3399,-3657.851,-3389.6015
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,R5MAF,Primary Energy,EJ/yr,54.0155,79.3982,72.6791,79.1482,106.38,140.2357,178.3073,225.32,268.685,307.3981
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,R5MAF,Primary Energy|Biomass,EJ/yr,12.7719,13.6775,12.0312,12.4819,21.5003,37.0713,49.3472,57.5189,62.3333,64.3346
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,R5MAF,Primary Energy|Fossil,EJ/yr,40.462,64.2602,54.5732,44.7632,38.1751,28.2862,23.3165,22.989,23.3248,24.488
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,R5MAF,Primary Energy|Non-Biomass Renewables,EJ/yr,0.7731,1.333,5.6705,21.3656,46.1939,74.4874,105.466,144.7779,183.026,218.5755
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,R5OECD90+EU,Emissions|CO2,Mt CO2/yr,13494.1172,12228.4714,7508.1214,3568.4867,272.2153,-1799.7195,-3026.4789,-3613.4761,-4060.6871,-4572.1765
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,R5OECD90+EU,Primary Energy,EJ/yr,210.3054,201.8249,178.5958,185.4678,206.7548,223.6106,232.3278,246.5663,260.4589,273.9807
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,R5OECD90+EU,Primary Energy|Biomass,EJ/yr,10.8308,15.9821,20.5871,35.2812,55.5007,70.6323,78.5654,83.3174,87.1715,91.0655
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,R5OECD90+EU,Primary Energy|Fossil,EJ/yr,185.5435,168.3671,123.2936,83.0105,55.1507,37.7973,23.9333,16.4345,13.5214,10.5145
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,R5OECD90+EU,Primary Energy|Non-Biomass Renewables,EJ/yr,6.851,11.9682,30.19,63.1878,92.2473,111.3476,125.9987,143.1976,156.512,169.5095
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,R5REF,Emissions|CO2,Mt CO2/yr,1438.9057,1687.3132,901.7263,374.1632,238.2976,67.0605,-132.8028,-278.5019,-475.0203,-635.7881
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,R5REF,Primary Energy,EJ/yr,23.5996,27.6324,18.7586,16.3422,17.2798,17.9376,19.4758,21.7677,24.4973,27.6991
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,R5REF,Primary Energy|Biomass,EJ/yr,0.4032,1.1725,1.3183,1.3861,1.8158,3.1572,5.1911,6.9043,9.2806,13.0519
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,R5REF,Primary Energy|Fossil,EJ/yr,22.1774,25.0594,14.4391,7.8334,5.2818,3.3259,1.9096,1.1588,1.1372,0.9919
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,R5REF,Primary Energy|Non-Biomass Renewables,EJ/yr,0.5315,0.6786,2.2094,6.4031,9.6254,11.1707,12.305,13.6971,14.0794,13.6553
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,World,AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED,°C,0.892619899,1.180672636,1.493470538,1.634441,1.657205782,1.618022512,1.553468966,1.47747166,1.393240784,1.309975398
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,World,Emissions|CO2,Mt CO2/yr,36445.8913,41856.0778,24570.5493,10060.4881,94.5885,-7360.4691,-11298.7437,-13138.914,-14203.1937,-15378.92
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,World,Primary Energy,EJ/yr,478.4152,582.5275,533.393,587.7699,709.1447,803.8726,888.1318,987.1432,1074.427,1162.887
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,World,Primary Energy|Biomass,EJ/yr,51.1756,61.3706,69.0502,101.5547,160.1625,207.6907,239.0436,255.3388,264.2726,276.7445
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,World,Primary Energy|Fossil,EJ/yr,404.2566,483.8063,371.1489,270.6663,204.1285,144.9971,110.5765,98.4905,92.8673,87.9196
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,World,Primary Energy|Non-Biomass Renewables,EJ/yr,14.3226,28.465,80.7109,198.2206,325.21,431.7732,520.0735,614.2296,693.7107,767.8617
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,R5ASIA,Emissions|CO2,Mt CO2/yr,13026.4846,18921.1526,23094.1627,27023.0668,29256.1541,29768.1742,29618.8397,31154.2003,31067.1205,30716.2892
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,R5ASIA,Primary Energy,EJ/yr,160.5996,245.0765,317.8615,394.5501,457.9025,510.7195,551.0415,602.2139,622.8792,642.4503
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,R5ASIA,Primary Energy|Biomass,EJ/yr,22.3057,22.5956,22.581,23.1707,24.0074,26.4545,28.5228,30.8628,33.1284,34.9876
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,R5ASIA,Primary Energy|Fossil,EJ/yr,133.8078,211.4618,274.744,330.5731,356.1772,358.6089,353.5537,369.934,369.425,368.2287
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,R5ASIA,Primary Energy|Non-Biomass Renewables,EJ/yr,3.5101,8.89,16.5835,33.747,65.8987,108.0946,146.0648,175.62,195.1631,216.6577
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,R5LAM,Emissions|CO2,Mt CO2/yr,3764.8943,4361.4235,3737.8335,3485.7951,4312.4983,5031.2639,5193.4935,4884.9038,4233.4293,3704.5951
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,R5LAM,Primary Energy,EJ/yr,29.8951,39.5995,47.7421,59.4944,74.5471,88.8763,98.7638,105.3458,106.5957,107.7905
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,R5LAM,Primary Energy|Biomass,EJ/yr,4.864,5.5866,5.8878,5.271,5.7666,6.2726,6.5585,7.0931,7.5084,7.7104
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,R5LAM,Primary Energy|Fossil,EJ/yr,22.266,29.4423,34.6648,43.2447,52.8291,60.5415,63.6586,62.9823,57.8896,53.9426
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,R5LAM,Primary Energy|Non-Biomass Renewables,EJ/yr,2.657,4.4242,7.0352,10.8423,15.8486,22.0119,28.5354,35.2698,41.1977,46.1375
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,R5MAF,Emissions|CO2,Mt CO2/yr,3344.9985,5563.3008,6933.0151,8215.305,10365.9394,12491.5233,14064.2303,15338.3351,16417.3408,17797.3956
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,R5MAF,Primary Energy,EJ/yr,54.0155,77.0034,96.8458,122.7984,157.6394,201.241,246.0838,299.4538,344.7914,388.9597
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,R5MAF,Primary Energy|Biomass,EJ/yr,12.7719,13.6769,11.9112,9.113,6.7956,7.9922,9.3815,10.9059,12.4136,13.3581
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,R5MAF,Primary Energy|Fossil,EJ/yr,40.462,61.8557,81.96700000000001,106.7056,133.5756,156.8575,174.9457,196.9048,212.0417,230.0552
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,R5MAF,Primary Energy|Non-Biomass Renewables,EJ/yr,0.7731,1.3434,2.7389,6.7528,17.0512,36.2103,61.6379,91.5237,120.2399,145.4872
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,R5OECD90+EU,Emissions|CO2,Mt CO2/yr,13492.6367,13094.4185,13523.2356,15057.6717,16661.547,16900.1095,15225.7068,12783.3216,9533.0923,8204.327
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,R5OECD90+EU,Primary Energy,EJ/yr,210.3054,210.9373,228.0067,255.0215,280.4933,295.3828,293.4522,286.3069,264.5014,262.4534
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,R5OECD90+EU,Primary Energy|Biomass,EJ/yr,10.8308,14.7601,17.6013,17.9305,17.5017,18.0512,18.9748,19.8835,20.7115,21.4209
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,R5OECD90+EU,Primary Energy|Fossil,EJ/yr,185.5435,179.555,190.676,209.74,220.7456,217.727,198.2845,174.8513,140.5689,127.8979
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,R5OECD90+EU,Primary Energy|Non-Biomass Renewables,EJ/yr,6.851,11.1768,15.7666,24.4337,39.7921,57.2041,73.4483,88.598,100.3825,110.6205
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,R5REF,Emissions|CO2,Mt CO2/yr,1439.7155,1607.5718,1960.7184,2076.2583,2229.8859,2224.5497,1988.5565,1688.2157,1409.5116,1267.1879
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,R5REF,Primary Energy,EJ/yr,23.5996,27.0083,28.804,31.8938,33.5033,33.58,32.2158,31.0589,29.4737,28.9925
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,R5REF,Primary Energy|Biomass,EJ/yr,0.4032,1.1788,1.3183,1.3542,1.3788,1.3997,1.4237,1.4561,1.4982,1.5414
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,R5REF,Primary Energy|Fossil,EJ/yr,22.1774,24.4791,25.9759,28.7269,29.6278,28.2808,24.4754,20.3438,16.6616,15.1067
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,R5REF,Primary Energy|Non-Biomass Renewables,EJ/yr,0.5315,0.6284,0.8243,1.2422,2.0845,3.7363,6.3095,9.259,11.3139,12.3443
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,World,AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED,°C,0.892945378,1.195584303,1.55035118,1.935647993,2.360313744,2.792105206,3.233079911,3.646864509,4.042318646,4.398880807
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,World,Emissions|CO2,Mt CO2/yr,36169.0957,44930.9071,50890.5915,57830.7904,65153.2663,69147.2249,69124.3418,69234.5572,66252.8004,65476.0274
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,World,Primary Energy,EJ/yr,478.4152,599.625,719.2602,863.7583,1004.0856,1129.7995,1221.5569,1324.3794,1368.2414,1430.6463
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,World,Primary Energy|Biomass,EJ/yr,51.1756,57.7979,59.2997,56.8394,55.4501,60.1703,64.8611,70.2013,75.26,79.0184
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,World,Primary Energy|Fossil,EJ/yr,404.2566,506.7939,608.0276,718.9903,792.9552,822.0155,814.9179,825.0160000000001,796.5868,795.2312
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,World,Primary Energy|Non-Biomass Renewables,EJ/yr,14.3226,26.4628,42.9485,77.0179,140.675,227.2572,315.9958,400.2706,468.2972,531.2475
WITCH-GLOBIOM 4.4,CD-LINKS_INDCi,R5ASIA,Emissions|CO2,Mt CO2/yr,12144.61527,15037.64715,16762.45643,19153.3193,20514.6739,21902.56845,23117.95693,23755.72455,24081.62931,23426.83686
WITCH-GLOBIOM 4.4,CD-LINKS_INDCi,R5ASIA,Primary Energy,EJ/yr,157.1972832,201.1841293,235.0170197,270.0368133,303.618196,338.2315234,367.9340572,390.1390101,410.4034939,426.5755789
WITCH-GLOBIOM 4.4,CD-LINKS_INDCi,R5ASIA,Primary Energy|Biomass,EJ/yr,21.80551402,21.21676487,19.30352037,13.94051015,11.6105663,8.385930328999999,3.750538928,2.745387852,6.436354187,19.81173701
WITCH-GLOBIOM 4.4,CD-LINKS_INDCi,R5ASIA,Primary Energy|Fossil,EJ/yr,130.0183662,163.6166677,188.2981901,220.9762616,246.2510899,274.8021096000001,298.444634,308.3479853,311.0301597,299.7508766
WITCH-GLOBIOM 4.4,CD-LINKS_INDCi,R5ASIA,Primary Energy|Non-Biomass Renewables,EJ/yr,3.762940987,10.54248298,16.74870107,26.39356785,38.35146802,47.78978951,58.16722482,70.57693789,82.77295883,94.39896102
WITCH-GLOBIOM 4.4,CD-LINKS_INDCi,R5LAM,Emissions|CO2,Mt CO2/yr,2707.832349,2853.385497,2635.095058,3064.20657,3485.43685,3957.574466,4536.862226,5149.245303,5477.482365999999,5086.201443999999
WITCH-GLOBIOM 4.4,CD-LINKS_INDCi,R5LAM,Primary Energy,EJ/yr,32.85971975,39.95729979999999,38.24324442,52.93771818,59.47711454,65.77405776,71.08161731,75.80480175,80.55773295,85.33755247
WITCH-GLOBIOM 4.4,CD-LINKS_INDCi,R5LAM,Primary Energy|Biomass,EJ/yr,3.690533477,3.985105077,9.019138537,3.727746323,3.2246848,2.448746895,2.68783844,2.053199986,3.350807809,18.87374749
WITCH-GLOBIOM 4.4,CD-LINKS_INDCi,R5LAM,Primary Energy|Fossil,EJ/yr,26.15677891,31.09803162,21.91317493,41.95612928,48.9303178,55.25505027,59.23698104,62.82800893,64.53458894,51.12115448
WITCH-GLOBIOM 4.4,CD-LINKS_INDCi,R5LAM,Primary Energy|Non-Biomass Renewables,EJ/yr,2.680578675,4.394850335,6.828372992,6.648466104,6.645895242000001,7.296157681,8.223035775,9.747294931,11.15753382,13.39113609
WITCH-GLOBIOM 4.4,CD-LINKS_INDCi,R5MAF,Emissions|CO2,Mt CO2/yr,4119.074481000001,4749.200071,5531.182413,6812.662194,8249.556471,9831.715846,11629.67327,13613.2383,14875.08329,14692.99669
WITCH-GLOBIOM 4.4,CD-LINKS_INDCi,R5MAF,Primary Energy,EJ/yr,60.44684508,79.93444146,97.20920267,120.0740426,144.6414921,169.7697975,195.9321936,221.0583673,244.1483944,266.1073211
WITCH-GLOBIOM 4.4,CD-LINKS_INDCi,R5MAF,Primary Energy|Biomass,EJ/yr,12.2928501,15.09741628,19.27321962,20.60858724,21.26742761,17.89510403,11.83861029,2.920723421,2.833440245,16.3474912
WITCH-GLOBIOM 4.4,CD-LINKS_INDCi,R5MAF,Primary Energy|Fossil,EJ/yr,47.71902866,63.74665473,75.65938461,96.74622513,119.1077988,146.0624035,175.2140713,205.2592063,222.4011906,222.8205793
WITCH-GLOBIOM 4.4,CD-LINKS_INDCi,R5MAF,Primary Energy|Non-Biomass Renewables,EJ/yr,0.434804516,1.089940808,2.27489727,2.718126833,4.265461941,5.811273121,8.87718197,12.87385907,18.90723828,26.93022941
WITCH-GLOBIOM 4.4,CD-LINKS_INDCi,R5OECD90+EU,Emissions|CO2,Mt CO2/yr,8626.748762000001,8392.51757,6778.406590000001,7356.311366,7751.325811,8125.027499,8723.548498999999,9313.091689,9498.030354999999,9137.317504999999
WITCH-GLOBIOM 4.4,CD-LINKS_INDCi,R5OECD90+EU,Primary Energy,EJ/yr,136.2325806,138.8465883,124.4461373,138.7017917,146.4130229,154.3730284,162.1024107,167.0533309,172.6068262,179.1473979
WITCH-GLOBIOM 4.4,CD-LINKS_INDCi,R5OECD90+EU,Primary Energy|Biomass,EJ/yr,2.525359638,3.441037604,3.127997646,2.296435142,2.384702877,2.893449337,2.961176356,3.018945515,4.004930179,11.90354691
WITCH-GLOBIOM 4.4,CD-LINKS_INDCi,R5OECD90+EU,Primary Energy|Fossil,EJ/yr,117.7122032,111.4359699,91.30059525,103.3650439,107.6980051,111.5960539,113.2335907,109.3349056,103.7223164,93.78039335
WITCH-GLOBIOM 4.4,CD-LINKS_INDCi,R5OECD90+EU,Primary Energy|Non-Biomass Renewables,EJ/yr,3.209607881,6.07625912,10.20431346,15.99742806,20.89282562,25.12498398,30.35114061,37.04845428,44.13296709,48.82263796
WITCH-GLOBIOM 4.4,CD-LINKS_INDCi,R5REF,Emissions|CO2,Mt CO2/yr,2556.028086,2965.823728,3650.646667,4214.647598,4789.859978,5306.520263,5905.578649,6534.681886,6850.622012999999,6881.480264
WITCH-GLOBIOM 4.4,CD-LINKS_INDCi,R5REF,Primary Energy,EJ/yr,54.46244273,64.09764656,78.24385276,87.2395208,95.60346259999999,102.8693141,110.4576816,116.1888722,121.3012893,126.263331
WITCH-GLOBIOM 4.4,CD-LINKS_INDCi,R5REF,Primary Energy|Biomass,EJ/yr,0.060239215,0.156719158,0.183455856,0.170082323,0.172712478,0.165843961,0.165745769,0.16563099,0.208460661,0.779219955
WITCH-GLOBIOM 4.4,CD-LINKS_INDCi,R5REF,Primary Energy|Fossil,EJ/yr,50.46850414,55.11665008,67.12217308,75.30597907,82.87590227,89.25642978,94.74616941,97.4454589,98.44833054,98.0973
WITCH-GLOBIOM 4.4,CD-LINKS_INDCi,R5REF,Primary Energy|Non-Biomass Renewables,EJ/yr,1.12062363,1.730426975,2.172547802,2.35166881,2.801085104,3.200216742,3.819918766,4.757246404,5.934413993,6.988414458999999
WITCH-GLOBIOM 4.4,CD-LINKS_INDCi,World,AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED,°C,0.891542068,1.125980903,1.365200069,1.594403717,1.859055452,2.106198508,2.35897737,2.632319558,2.929886768,3.223265742
WITCH-GLOBIOM 4.4,CD-LINKS_INDCi,World,Emissions|CO2,Mt CO2/yr,35674.1208,38751.41118,38970.5278,44853.88343,49282.25282,53804.89151,58699.34854,63405.64797999999,66094.40774,63844.49209
WITCH-GLOBIOM 4.4,CD-LINKS_INDCi,World,Primary Energy,EJ/yr,515.5231132,593.3593909,641.1141877,750.0235365,838.1716313,926.5697244999999,1009.698544,1078.682478,1140.280359,1202.759422
WITCH-GLOBIOM 4.4,CD-LINKS_INDCi,World,Primary Energy|Biomass,EJ/yr,44.94703909,49.38096625,56.60295597,44.66823811,42.66946546,35.40273375,25.28988479,14.78354568,20.93584679,76.81259001
WITCH-GLOBIOM 4.4,CD-LINKS_INDCi,World,Primary Energy|Fossil,EJ/yr,429.3604359,473.6480665,487.7987978,594.4746862000001,666.0942212,743.1365166,809.3622644999999,853.7867674,869.3535856000001,831.1297622000001
WITCH-GLOBIOM 4.4,CD-LINKS_INDCi,World,Primary Energy|Non-Biomass Renewables,EJ/yr,13.77053131,30.36088914,48.86020293,66.0973382,88.27461799,107.6444359,131.5484599,160.7190425,191.1341175,223.7376797
WITCH-GLOBIOM 4.4,CD-LINKS_NPi,R5ASIA,Emissions|CO2,Mt CO2/yr,12144.61527,16565.4709,23118.45826,27420.11049,30198.76864,32033.7011,33664.79051,34406.36524,34461.21406000001,33120.67606000001
WITCH-GLOBIOM 4.4,CD-LINKS_NPi,R5ASIA,Primary Energy,EJ/yr,157.1972832,215.918249,283.7876396,333.4302534,371.5182268,400.7257281,424.9233682,443.7523718,458.5137433,471.0830644
WITCH-GLOBIOM 4.4,CD-LINKS_NPi,R5ASIA,Primary Energy|Biomass,EJ/yr,21.80551402,21.78764833,17.06510172,14.08220989,11.7067201,8.199869555,3.520008602,2.008995621,3.303715042,16.64480177
WITCH-GLOBIOM 4.4,CD-LINKS_NPi,R5ASIA,Primary Energy|Fossil,EJ/yr,130.0183662,177.9959608,247.2890158,294.5542185,327.5473235,351.4781701000001,371.5025388,381.2025934,380.3498773,365.1932565
WITCH-GLOBIOM 4.4,CD-LINKS_NPi,R5ASIA,Primary Energy|Non-Biomass Renewables,EJ/yr,3.762940987,10.27773927,13.49036215,18.36854984,26.08549257,34.94468782,43.20291094,52.79086899,65.53814485,77.68088844
WITCH-GLOBIOM 4.4,CD-LINKS_NPi,R5LAM,Emissions|CO2,Mt CO2/yr,2707.832349,2909.68088,3575.691595,4072.27467,4525.712125,5053.107136,5703.296272,6372.480867,6762.658593000001,6379.827292
WITCH-GLOBIOM 4.4,CD-LINKS_NPi,R5LAM,Primary Energy,EJ/yr,32.85971975,40.45840687,47.59723877,54.34123888,60.53594254,66.31033892,71.73771998,76.51465006,80.75508939,84.82369627
WITCH-GLOBIOM 4.4,CD-LINKS_NPi,R5LAM,Primary Energy|Biomass,EJ/yr,3.690533477,4.049539879,3.54555822,2.98281505,2.188011572,1.249851205,2.68783844,2.887232043,2.837110078,11.65823092
WITCH-GLOBIOM 4.4,CD-LINKS_NPi,R5LAM,Primary Energy|Fossil,EJ/yr,26.15677891,31.92581492,38.71790764,45.25849094,51.42062569,57.27936035,60.15333514,62.96262954,65.45791317,57.82493402
WITCH-GLOBIOM 4.4,CD-LINKS_NPi,R5LAM,Primary Energy|Non-Biomass Renewables,EJ/yr,2.680578675,3.992605448,4.707330071,5.423408333999999,6.188926832999999,6.94577624,7.899634702,9.420068527,10.85554527,13.26555831
WITCH-GLOBIOM 4.4,CD-LINKS_NPi,R5MAF,Emissions|CO2,Mt CO2/yr,4119.074481000001,4753.089204999999,5820.109536,7141.339428,8541.482887,10089.75748,11906.69203,13840.46322,15096.63399,14813.94562
WITCH-GLOBIOM 4.4,CD-LINKS_NPi,R5MAF,Primary Energy,EJ/yr,60.44684508,79.92660099,100.8196145,123.7192777,147.2547336,172.0339185,197.6223557,222.3281559,245.1040787,266.7276237
WITCH-GLOBIOM 4.4,CD-LINKS_NPi,R5MAF,Primary Energy|Biomass,EJ/yr,12.2928501,15.13556578,17.70159759,19.46454977,19.56951302,16.99099246,11.31033525,2.737411957,2.271330805,17.16259509
WITCH-GLOBIOM 4.4,CD-LINKS_NPi,R5MAF,Primary Energy|Fossil,EJ/yr,47.71902866,63.80172739,81.56469329,101.9941248,123.9296428,149.8434563,178.3119873,207.972505,225.9566926,225.2367752
WITCH-GLOBIOM 4.4,CD-LINKS_NPi,R5MAF,Primary Energy|Non-Biomass Renewables,EJ/yr,0.434804516,0.9888816009999999,1.552620553,2.25959227,3.754118736,5.197398379,7.996815757,11.61326707,16.86902926,24.31851679
WITCH-GLOBIOM 4.4,CD-LINKS_NPi,R5OECD90+EU,Emissions|CO2,Mt CO2/yr,8626.748762000001,8711.56449,9595.174786,10266.95049,10850.21775,11378.22975,12269.49957,13188.19057,13538.11961,13082.97426
WITCH-GLOBIOM 4.4,CD-LINKS_NPi,R5OECD90+EU,Primary Energy,EJ/yr,136.2325806,140.8173833,153.6056939,162.1941434,169.8962674,176.4206488,182.9226741,188.4467951,192.4892324,196.6868713
WITCH-GLOBIOM 4.4,CD-LINKS_NPi,R5OECD90+EU,Primary Energy|Biomass,EJ/yr,2.525359638,3.441037604,2.294655345,2.137888082,2.150017733,2.21392426,2.840947563,2.860093102,3.162006744,7.282978607
WITCH-GLOBIOM 4.4,CD-LINKS_NPi,R5OECD90+EU,Primary Energy|Fossil,EJ/yr,117.7122032,114.6059321,126.1242407,132.9588965,138.1750873,141.7203567,142.6567842,140.2960013,134.2099166,124.351424
WITCH-GLOBIOM 4.4,CD-LINKS_NPi,R5OECD90+EU,Primary Energy|Non-Biomass Renewables,EJ/yr,3.209607881,5.637149872,8.014549149,11.41990389,14.89646591,18.34816229,22.46330985,28.48520319,35.47056571,41.8812385
WITCH-GLOBIOM 4.4,CD-LINKS_NPi,R5REF,Emissions|CO2,Mt CO2/yr,2556.028086,2942.395626,3509.014081,4129.812327000001,4634.761957,5103.726212,5614.697628,6138.935183,6377.815878,6324.540585
WITCH-GLOBIOM 4.4,CD-LINKS_NPi,R5REF,Primary Energy,EJ/yr,54.46244273,63.64571974,75.67545972,86.25382595,93.82389661,100.6129183,107.1653218,112.4770134,116.5097076,120.7376932
WITCH-GLOBIOM 4.4,CD-LINKS_NPi,R5REF,Primary Energy|Biomass,EJ/yr,0.060239215,0.156719158,0.165210053,0.170083548,0.172716459,0.165530392,0.165457514,0.165369166,0.246039061,1.120174777
WITCH-GLOBIOM 4.4,CD-LINKS_NPi,R5REF,Primary Energy|Fossil,EJ/yr,50.46850414,54.71235349,64.56149914,73.81529249,80.39821887,86.22693153,90.57841481,92.59956347,92.12208468,90.41542265
WITCH-GLOBIOM 4.4,CD-LINKS_NPi,R5REF,Primary Energy|Non-Biomass Renewables,EJ/yr,1.12062363,1.730445709,1.97306179,2.269285521,2.732080567,3.126062796,3.739316426,4.767053627,6.102464961,7.093877716000001
WITCH-GLOBIOM 4.4,CD-LINKS_NPi,World,AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED,°C,0.891532861,1.124489613,1.387996123,1.707568716,2.083885355,2.437546411,2.788226593,3.160973488,3.5303189,3.901737196
WITCH-GLOBIOM 4.4,CD-LINKS_NPi,World,Emissions|CO2,Mt CO2/yr,35674.1208,40656.52654,50895.54633,58608.10905,64620.45677999999,69738.37601,75368.93649,80425.06009,83021.41446,79704.64131
WITCH-GLOBIOM 4.4,CD-LINKS_NPi,World,Primary Energy,EJ/yr,515.5231132,610.1908576000001,742.8016594,849.5596212000002,940.0019348,1019.906936,1094.857166,1158.624932,1215.318116,1266.199768
WITCH-GLOBIOM 4.4,CD-LINKS_NPi,World,Primary Energy|Biomass,EJ/yr,44.94703909,50.24939976,44.50971795,42.73355018,39.0800101,31.28563265,22.95052249,13.15558926,14.64729234,58.83956975
WITCH-GLOBIOM 4.4,CD-LINKS_NPi,World,Primary Energy|Fossil,EJ/yr,429.3604359,491.7685164,617.0933422,713.9834989,793.0214396000001,863.5111691999999,922.9623784,965.2491086000001,981.2741819,941.6689233
WITCH-GLOBIOM 4.4,CD-LINKS_NPi,World,Primary Energy|Non-Biomass Renewables,EJ/yr,13.77053131,29.01095552,38.56063782,50.74064577,67.40105264,85.10670117,105.399199,130.7482622,160.8766651,194.896667
WITCH-GLOBIOM 4.4,CD-LINKS_NPi2020_1000,R5ASIA,Emissions|CO2,Mt CO2/yr,12144.61527,16565.4709,8599.054665000001,6395.302256,4863.680489,3456.792118,2192.265989,840.8516175000001,-371.4316018,-1238.069074
WITCH-GLOBIOM 4.4,CD-LINKS_NPi2020_1000,R5ASIA,Primary Energy,EJ/yr,157.1972832,215.918249,162.7574432,163.8477691,184.8390628,206.6398446,220.4427661,225.950897,237.4751861,249.9606222
WITCH-GLOBIOM 4.4,CD-LINKS_NPi2020_1000,R5ASIA,Primary Energy|Biomass,EJ/yr,21.80551402,21.78764833,15.28339545,18.94567364,30.30453947,42.44529781,46.75143252,49.51110747,52.43898991,53.86900151
WITCH-GLOBIOM 4.4,CD-LINKS_NPi2020_1000,R5ASIA,Primary Energy|Fossil,EJ/yr,130.0183662,177.9959608,115.1618364,102.0105584,93.37410514,85.38471452,75.31689313,60.26612053,50.13136264,41.29434032
WITCH-GLOBIOM 4.4,CD-LINKS_NPi2020_1000,R5ASIA,Primary Energy|Non-Biomass Renewables,EJ/yr,3.762940987,10.27773927,16.6522881,30.7099286,52.05995115,71.44189458,90.57322199,106.9998263,123.8842306,140.7849667
WITCH-GLOBIOM 4.4,CD-LINKS_NPi2020_1000,R5LAM,Emissions|CO2,Mt CO2/yr,2707.832349,2909.68088,1129.482725,848.1371158,220.3320275,-798.9579583999999,-966.1435449999999,-1147.558543,-1255.725922,-1376.021341
WITCH-GLOBIOM 4.4,CD-LINKS_NPi2020_1000,R5LAM,Primary Energy,EJ/yr,32.85971975,40.45840687,33.76174974,33.60172069,36.17718563,42.7767176,50.65805015,57.89886921,63.33004538,69.67052055
