model,scenario,region,variable,unit,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
WITCH_EMF27,EMF27-450-Conv,LAM,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,1299.42,1476.50,1454.72,1213.55,881.67,452.92,-366.72,-1603.90,-1865.25,-1837.11,-1792.49
WITCH_EMF27,EMF27-450-Conv,LAM,Primary Energy,EJ/yr,27.65,30.70,30.22,30.79,29.87,30.54,39.27,60.04,67.19,67.45,68.75
WITCH_EMF27,EMF27-450-Conv,MAF,Emissions|CO2,Mt CO2/yr,2508.31,2673.95,2224.44,1932.65,1907.50,1703.00,1588.40,1493.36,1413.90,1303.02,1118.21
WITCH_EMF27,EMF27-450-Conv,MAF,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,1832.71,2227.75,2170.26,1904.47,1869.65,1728.82,1614.22,1519.18,1439.72,1328.84,1144.03
WITCH_EMF27,EMF27-450-Conv,MAF,Primary Energy,EJ/yr,39.92,45.58,43.91,46.37,49.20,50.57,51.44,52.21,52.39,51.27,46.73
WITCH_EMF27,EMF27-450-Conv,OECD90,Emissions|CO2,Mt CO2/yr,12644.40,12597.55,9780.38,6560.69,4755.20,3257.79,2240.72,1399.83,795.67,359.17,224.28
WITCH_EMF27,EMF27-450-Conv,OECD90,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,12503.93,12460.64,9752.18,6561.61,4747.55,3314.89,2297.82,1456.92,852.77,416.27,281.38
WITCH_EMF27,EMF27-450-Conv,OECD90,Primary Energy,EJ/yr,197.26,198.49,169.04,154.92,144.40,131.47,117.00,104.92,98.04,93.91,94.31
WITCH_EMF27,EMF27-450-Conv,REF,Emissions|CO2,Mt CO2/yr,3870.58,4035.17,2381.75,2055.81,1733.11,1347.51,1064.51,815.36,611.13,444.37,383.41
WITCH_EMF27,EMF27-450-Conv,REF,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,3706.21,3932.25,2367.30,2069.19,1760.54,1425.66,1142.66,893.50,689.27,522.52,461.56
WITCH_EMF27,EMF27-450-Conv,REF,Primary Energy,EJ/yr,53.59,57.32,41.75,43.62,42.42,39.46,35.56,32.14,29.68,28.12,27.45
WITCH_EMF27,EMF27-450-Conv,World,Emissions|CO2,Mt CO2/yr,33579.32,37161.03,30152.15,24091.32,20355.91,15734.40,12143.56,8609.50,4955.74,3340.62,2576.88
WITCH_EMF27,EMF27-450-Conv,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,27971.27,32211.76,29739.80,24149.07,20296.16,16455.50,12864.65,9330.59,5676.83,4061.71,3297.97
WITCH_EMF27,EMF27-450-Conv,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply,Mt CO2/yr,10291.72,11568.26,8804.20,3670.67,2021.17,1268.04,873.48,-406.52,-927.68,-1089.56,-1124.96
WITCH_EMF27,EMF27-450-Conv,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity,Mt CO2/yr,10273.07,11436.19,8574.50,3329.22,1603.28,838.56,415.80,-818.51,-1286.38,-1371.73,-1372.39
WITCH_EMF27,EMF27-450-Conv,World,Price|Carbon,US$2005/t CO2,,,65.47,144.69,290.26,546.15,983.66,1674.44,2574.33,3910.42,5676.58
WITCH_EMF27,EMF27-450-Conv,World,Primary Energy,EJ/yr,441.92,495.35,476.57,474.15,467.75,447.85,427.06,420.07,408.05,394.82,384.87
WITCH_EMF27,EMF27-450-Conv,World,Primary Energy|Coal,EJ/yr,121.71,131.26,106.92,85.24,71.54,66.24,66.45,60.63,56.87,54.01,51.41
WITCH_EMF27,EMF27-450-Conv,World,Primary Energy|Fossil|w/ CCS,EJ/yr,0.07,0.05,8.52,65.76,74.30,83.76,93.06,91.90,111.72,116.47,112.81
WITCH_EMF27,EMF27-550-LimBio,ASIA,Emissions|CO2,Mt CO2/yr,9895.98,13341.76,17280.06,18745.41,16414.52,12419.72,10012.01,9373.38,8937.92,9270.47,9214.63
WITCH_EMF27,EMF27-550-LimBio,ASIA,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,8629.54,12246.19,17214.62,19086.19,16894.44,13167.11,10777.74,10139.10,9703.64,10036.19,9980.36
WITCH_EMF27,EMF27-550-LimBio,ASIA,Primary Energy,EJ/yr,123.51,164.47,229.56,254.17,246.74,238.63,239.20,241.33,244.27,247.62,250.18
WITCH_EMF27,EMF27-550-LimBio,LAM,Emissions|CO2,Mt CO2/yr,4660.84,4612.38,2729.37,2515.92,2286.12,1309.50,1048.52,677.15,470.62,-66.27,-210.35
WITCH_EMF27,EMF27-550-LimBio,LAM,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,1299.68,1444.70,1727.63,1916.79,1672.87,1067.14,842.82,471.45,264.92,-271.97,-416.05
WITCH_EMF27,EMF27-550-LimBio,LAM,Primary Energy,EJ/yr,27.65,30.23,34.60,36.74,38.51,40.29,40.60,45.43,47.70,56.58,57.45
WITCH_EMF27,EMF27-550-LimBio,MAF,Emissions|CO2,Mt CO2/yr,2508.81,2621.97,2773.63,2885.03,2775.24,2552.54,2579.22,2758.68,2928.88,3067.60,3139.20
WITCH_EMF27,EMF27-550-LimBio,MAF,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,1833.21,2175.78,2664.44,2820.18,2737.40,2578.36,2605.03,2784.50,2954.70,3093.42,3165.01
WITCH_EMF27,EMF27-550-LimBio,MAF,Primary Energy,EJ/yr,39.93,44.68,50.78,54.81,59.43,61.94,66.71,72.38,77.03,81.48,86.29
WITCH_EMF27,EMF27-550-LimBio,OECD90,Emissions|CO2,Mt CO2/yr,12645.78,12542.87,11852.60,10275.13,7908.88,5310.74,4461.18,4405.41,4236.36,4016.45,3860.45
WITCH_EMF27,EMF27-550-LimBio,OECD90,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,12505.30,12405.96,11806.06,10276.06,7901.23,5349.51,4518.28,4462.51,4293.46,4073.55,3917.55
WITCH_EMF27,EMF27-550-LimBio,OECD90,Primary Energy,EJ/yr,197.28,197.59,193.27,178.42,168.97,157.27,151.52,148.52,147.42,147.99,149.60
WITCH_EMF27,EMF27-550-LimBio,REF,Emissions|CO2,Mt CO2/yr,3871.04,4062.72,3764.23,3380.51,2617.25,1957.66,1686.23,1658.31,1628.48,1550.83,1510.95
WITCH_EMF27,EMF27-550-LimBio,REF,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,3706.66,3959.80,3731.44,3393.89,2644.67,2035.81,1764.37,1736.46,1706.63,1628.98,1589.09
WITCH_EMF27,EMF27-550-LimBio,REF,Primary Energy,EJ/yr,53.60,57.29,54.48,53.15,51.94,49.00,47.80,47.82,48.21,48.73,49.40
WITCH_EMF27,EMF27-550-LimBio,World,Emissions|CO2,Mt CO2/yr,33582.45,37181.70,38399.88,37802.01,32002.02,23550.17,19787.16,18872.93,18202.25,17839.07,17514.87
WITCH_EMF27,EMF27-550-LimBio,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,27974.40,32232.43,37144.20,37493.10,31850.61,24197.92,20508.25,19594.02,18923.34,18560.16,18235.96
WITCH_EMF27,EMF27-550-LimBio,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply,Mt CO2/yr,10291.72,11919.30,14022.37,12885.87,7885.12,3746.57,3215.51,3577.53,4139.50,4014.43,3976.99
WITCH_EMF27,EMF27-550-LimBio,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity,Mt CO2/yr,10273.07,11813.97,13729.89,12333.23,7020.13,2763.69,1950.23,1465.64,1410.86,1010.91,950.64
WITCH_EMF27,EMF27-550-LimBio,World,Price|Carbon,US$2005/t CO2,,,17.12,45.42,91.51,213.97,333.37,461.89,637.35,860.77,1152.36
WITCH_EMF27,EMF27-550-LimBio,World,Primary Energy,EJ/yr,441.97,494.25,562.69,577.30,565.59,547.13,545.83,555.49,564.63,582.40,592.92
WITCH_EMF27,EMF27-550-LimBio,World,Primary Energy|Coal,EJ/yr,121.71,135.79,152.12,138.41,113.10,91.18,85.62,84.23,80.71,77.56,74.13
WITCH_EMF27,EMF27-550-LimBio,World,Primary Energy|Fossil|w/ CCS,EJ/yr,0.07,0.05,0.02,6.48,59.47,99.49,125.42,141.31,152.83,153.24,156.00
WITCH_EMF27,EMF27-Base-FullTech,ASIA,Emissions|CO2,Mt CO2/yr,9893.46,13378.34,20016.55,26248.47,30889.38,34562.46,37566.05,40325.64,42647.52,44874.72,46657.52
WITCH_EMF27,EMF27-Base-FullTech,ASIA,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,8627.02,12282.77,19566.11,26277.58,31185.97,35126.53,38130.11,40889.70,43211.58,45438.78,47221.58
WITCH_EMF27,EMF27-Base-FullTech,ASIA,Primary Energy,EJ/yr,123.48,165.07,256.66,334.32,389.71,434.38,473.18,512.81,550.32,587.81,622.03
WITCH_EMF27,EMF27-Base-FullTech,LAM,Emissions|CO2,Mt CO2/yr,4659.58,4623.98,4524.39,4644.99,4937.36,5250.67,5698.25,6117.40,6522.66,6945.51,7358.61
WITCH_EMF27,EMF27-Base-FullTech,LAM,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,1298.42,1456.30,1909.32,2414.19,3040.78,3688.30,4135.88,4555.04,4960.30,5383.14,5796.24
WITCH_EMF27,EMF27-Base-FullTech,LAM,Primary Energy,EJ/yr,27.63,30.41,37.45,44.31,50.61,57.08,62.78,68.77,74.79,81.24,87.61
WITCH_EMF27,EMF27-Base-FullTech,MAF,Emissions|CO2,Mt CO2/yr,2506.45,2642.28,3291.19,4063.34,5028.41,6038.17,7017.40,8032.94,8851.50,9680.49,10373.40
WITCH_EMF27,EMF27-Base-FullTech,MAF,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,1830.86,2196.09,2980.33,3815.16,4843.89,5917.32,6896.55,7912.09,8730.66,9559.64,10252.55
WITCH_EMF27,EMF27-Base-FullTech,MAF,Primary Energy,EJ/yr,39.89,45.07,56.21,67.01,78.06,89.45,100.27,113.21,125.57,138.46,152.25
WITCH_EMF27,EMF27-Base-FullTech,OECD90,Emissions|CO2,Mt CO2/yr,12639.28,12598.84,13097.95,13835.62,14969.12,15784.59,16540.18,17249.21,17924.86,18566.23,19180.64
WITCH_EMF27,EMF27-Base-FullTech,OECD90,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,12498.80,12461.93,12996.42,13744.88,14869.79,15676.69,16432.28,17141.31,17816.96,18458.33,19072.74
WITCH_EMF27,EMF27-Base-FullTech,OECD90,Primary Energy,EJ/yr,197.19,198.33,207.18,214.30,220.98,228.47,236.73,248.62,261.66,276.76,291.23
WITCH_EMF27,EMF27-Base-FullTech,REF,Emissions|CO2,Mt CO2/yr,3868.87,4077.28,4636.23,5039.14,5412.35,5886.80,6279.44,6439.80,6722.19,7040.23,7284.21
WITCH_EMF27,EMF27-Base-FullTech,REF,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,3704.49,3974.36,4585.11,5015.84,5421.44,5928.28,6320.92,6481.28,6763.67,7081.71,7325.69
WITCH_EMF27,EMF27-Base-FullTech,REF,Primary Energy,EJ/yr,53.57,57.47,66.23,72.03,76.86,81.20,85.49,91.45,98.70,106.60,113.73
WITCH_EMF27,EMF27-Base-FullTech,World,Emissions|CO2,Mt CO2/yr,33567.64,37320.72,45566.30,53831.56,61236.62,67522.70,73101.32,78164.98,82668.74,87107.17,90854.38
WITCH_EMF27,EMF27-Base-FullTech,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,27959.60,32371.45,42037.29,51267.65,59361.87,66337.12,71915.75,76979.41,81483.17,85921.60,89668.81
WITCH_EMF27,EMF27-Base-FullTech,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply,Mt CO2/yr,10291.70,11952.38,17199.90,22861.08,28342.18,34236.72,40068.17,44665.83,48710.83,52310.80,55378.38
WITCH_EMF27,EMF27-Base-FullTech,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity,Mt CO2/yr,10273.05,11842.28,16831.09,21875.17,25746.31,29193.90,32596.59,35923.66,39209.42,42397.07,45297.83
WITCH_EMF27,EMF27-Base-FullTech,World,Primary Energy,EJ/yr,441.76,496.35,623.75,731.97,816.22,890.57,958.45,1034.85,1111.04,1190.87,1266.85
WITCH_EMF27,EMF27-Base-FullTech,World,Primary Energy|Coal,EJ/yr,121.71,135.95,182.54,230.98,265.24,294.28,322.18,348.38,374.01,398.06,418.77
WITCH_EMF27,EMF27-Base-FullTech,World,Primary Energy|Fossil|w/ CCS,EJ/yr,0.07,0.05,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
